NAME,TYPE,UNIT,ADDR,RAW_ZERO,RAW_FULL,ENG_ZERO,ENG_FULL,ENG_UNITS,FORMAT,COMMENT,EDITCODE,LINKED,OID,REF1,REF2,DEADBAND,CUSTOM,TAGGENLINK,CLUSTER,EQUIP,ITEM,HISTORIAN,CUSTOM1,CUSTOM2,CUSTOM3,CUSTOM4,CUSTOM5,CUSTOM6,CUSTOM7,CUSTOM8,Category,Reason
MC2_YLB807_AO,REAL,MC2_IODev,%MW130,,,,,,,7#旋流器溢流泵频率给定,,,0x0001ec80,,,,,,,,,,,,,,,,,,probable,频率给定反映了系统为维持溢流泵池液位所下达的控制指令。调节此参数将改变出料流量，对后续工序的负荷产生影响。
MC2_YLB807_HZ,REAL,MC2_IODev,%MW132,,,,,,,7#旋流器溢流泵频率反馈,,,0x0001ec81,,,,,,,,,,,,,,,,,,probable,频率反馈真实反映了流体输送动力。若反馈与设定出现背离，将预示工艺流量的紊乱，与成品回收率及品位息息相关。
MC2_YLB807_DL,REAL,MC2_IODev,%MW134,,,,,,,7#旋流器溢流泵电流,,,0x0001ec82,,,,,,,,,,,,,,,,,,probable,泵的做功电流代表了当前输送的介质属性（如浓度和颗粒粗细），浓度骤变通常意味系统跑粗或失稳，严重影响最终铁精矿的降硅效果。
MC2_YLB808_AO,REAL,MC2_IODev,%MW136,,,,,,,8#旋流器溢流泵频率给定,,,0x0001ec83,,,,,,,,,,,,,,,,,,probable,将旋流器溢流输送至磁选作业的控制手柄指令。流量输出的平稳与否直接决定了高梯度磁选机的给矿负荷。
MC2_YLB808_HZ,REAL,MC2_IODev,%MW138,,,,,,,8#旋流器溢流泵频率反馈,,,0x0001ec84,,,,,,,,,,,,,,,,,,probable,溢流泵运行频率的实时物理反馈，是刻画物料输送连续性的基础连续变量。
MC2_YLB808_DL,REAL,MC2_IODev,%MW140,,,,,,,8#旋流器溢流泵电流,,,0x0001ec85,,,,,,,,,,,,,,,,,,probable,电流波形和数值直接表征泵腔内部矿浆负荷和浓度特性，其波动对判定旋流器溢流产物质量及后续磁选影响极为重要。
MC2_YLB809_AO,REAL,MC2_IODev,%MW142,,,,,,,9#旋流器溢流泵频率给定,,,0x0001ec86,,,,,,,,,,,,,,,,,,probable,溢流泵变频器目标指令输出，它的变化体现了上游液位的变动，是流体平衡闭环中的直接控制量。
MC2_YLB809_HZ,REAL,MC2_IODev,%MW144,,,,,,,9#旋流器溢流泵频率反馈,,,0x0001ec87,,,,,,,,,,,,,,,,,,probable,频率反馈与流量呈近似线性关系。精确获知各路进入磁选机的矿浆流量状态，对于加权平均出总品位预测具有极高权重。
MC2_YLB809_DL,REAL,MC2_IODev,%MW146,,,,,,,9#旋流器溢流泵电流,,,0x0001ec88,,,,,,,,,,,,,,,,,,probable,溢流泵电流是反映矿浆干矿含量的核心表观物理量之一，用以间接感知系统内部的浓度平衡，是不可或缺的拟合特征。
MC2_YLB810_AO,REAL,MC2_IODev,%MW148,,,,,,,10#旋流器溢流泵频率给定,,,0x0001ec89,,,,,,,,,,,,,,,,,,probable,控制变频器输出的目标信号，影响管网里的总物料分配，具有明显的动态过程调整特征。
MC2_YLB810_HZ,REAL,MC2_IODev,%MW150,,,,,,,10#旋流器溢流泵频率反馈,,,0x0001ec8a,,,,,,,,,,,,,,,,,,probable,10#旋流器溢流泵实际频率，能真实地指示泵的运行工况。这决定了是否有足量和连续的矿浆被送到下一工艺。
MC2_YLB810_DL,REAL,MC2_IODev,%MW152,,,,,,,10#旋流器溢流泵电流,,,0x0001ec8b,,,,,,,,,,,,,,,,,,probable,电流大小紧扣溢流浓度这一关键指标，对发现跑粗事故或粘度过高有着较好的指向作用，是排查品位断崖的利器。
MC2_YLB811_AO,REAL,MC2_IODev,%MW154,,,,,,,11#旋流器溢流泵频率给定,,,0x0001ec8c,,,,,,,,,,,,,,,,,,probable,11#溢流泵频率的PID系统给定值。该参数的阶跃通常意味着工况负荷的变化，会向后传导至磁选阶段。
MC2_YLB811_HZ,REAL,MC2_IODev,%MW156,,,,,,,11#旋流器溢流泵频率反馈,,,0x0001ec8d,,,,,,,,,,,,,,,,,,probable,设备的真实转速反馈。对于包含并联设备的复杂管网，各台泵的频率状态需要用来作为物流混合时的权重。
MC2_YLB811_DL,REAL,MC2_IODev,%MW158,,,,,,,11#旋流器溢流泵电流,,,0x0001ec8e,,,,,,,,,,,,,,,,,,probable,泵电流是浓度的晴雨表，通过监测多路溢流泵的电流可以有效判定各系统产出的矿浆性质差异，直接决定选别精度。
MC2_YLB812_AO,REAL,MC2_IODev,%MW160,,,,,,,12#旋流器溢流泵频率给定,,,0x0001ec8f,,,,,,,,,,,,,,,,,,probable,作为变频调节指令，它指示了系统为对冲液位波动所作出的调整，会产生宏观物流输送流速的变化。
MC2_YLB812_HZ,REAL,MC2_IODev,%MW162,,,,,,,12#旋流器溢流泵频率反馈,,,0x0001ec90,,,,,,,,,,,,,,,,,,probable,实际动作转速反馈量，用于确切计算流过管路进入强磁系统的水及干矿数量。
MC2_YLB812_DL,REAL,MC2_IODev,%MW164,,,,,,,12#旋流器溢流泵电流,,,0x0001ec91,,,,,,,,,,,,,,,,,,probable,电流是对矿浆浓度的直观电参量映射，若出现剧烈抖动可能暗示叶轮抽空或物料异常，会造成极其恶劣的工艺断层。
MC2_MHF_ZT,INT,MC2_IODev,%MW166,,,,,,,原磨磁厂房环水管道电动阀状态,,,0x0001ec92,,,,,,,,,,,,,,,,,,probable,环水管电动阀的状态（开/关）决定了水路拓扑结构。供水系统的切换会直接影响强磁机冲矿水压和旋流器补水，必须用以重构物流网络。
MC2_ZHF_ZT,INT,MC2_IODev,%MW168,,,,,,,综合水泵站环水管道电动阀状态,,,0x0001ec93,,,,,,,,,,,,,,,,,,probable,水泵站阀门状态决定了工艺全线水源的走向与压力平衡。其状态非0即1，是极其重要的布尔型工艺边界条件变量。
MC2_WF1_ZT,INT,MC2_IODev,%MW170,,,,,,,1#尾矿泵电动阀状态,,,0x0001ec94,,,,,,,,,,,,,,,,,,probable,尾矿泵阀门状态决定了尾矿管网的并联运行模式。一旦阀门卡死或意外切断，尾矿液位暴涨将反向破坏磁选排矿系统，是至关重要的拓扑特征。
MC2_WF2_ZT,INT,MC2_IODev,%MW172,,,,,,,2#尾矿泵电动阀状态,,,0x0001ec95,,,,,,,,,,,,,,,,,,probable,用于重塑2#尾矿系统的物流通道拓扑，决定哪些支路在有效运转，也是数据清洗和隔离瞬态冲击的核心依据。
MC2_WF3_ZT,INT,MC2_IODev,%MW174,,,,,,,3#尾矿泵电动阀状态,,,0x0001ec96,,,,,,,,,,,,,,,,,,probable,3#尾矿管路的阀门开闭状态。尾矿若是排不出去，直接会导致强磁选槽漫出，属于影响底层物流通道的重要特征。
MC2_WF4_ZT,INT,MC2_IODev,%MW176,,,,,,,4#尾矿泵电动阀状态,,,0x0001ec97,,,,,,,,,,,,,,,,,,probable,同样是决定工艺排废走向的硬件阀门状态。不引入此类开关状态，AI将无法识别停机与运转周期的逻辑分野。
MC2_LET102_SP,REAL,MC2_IODev,%MW178,,,,,,,1#三次分级旋流器溢流泵池设定值,,,0x0001ec98,,,,,,,,,,,,,,,,,,questionable,溢流泵池液位设定值通常是操作员人工输入的控制期望目标，虽不代表真实物理液位，但反映了工人的干预和控制策略转移，边界比较模糊。
MC2_LET302_SP,REAL,MC2_IODev,%MW184,,,,,,,2#三次分级旋流器溢流泵池设定值,,,0x0001ec9b,,,,,,,,,,,,,,,,,,questionable,液位的设定值虽然不反映此刻的真实物位，但可能代表操作者认为的最佳工作点。在预测建模中它常常被实际反馈值替代，属于边界特征。
MC2_LET502_SP,REAL,MC2_IODev,%MW190,,,,,,,3#三次分级旋流器溢流泵池设定值,,,0x0001ec9e,,,,,,,,,,,,,,,,,,questionable,设定值是对3#系统泵池液位的控制要求，有时包含人类经验法则，但它并非即时状态，是否纳入训练视模型对操作意图的依赖度而定。
MC2_LET1102_SP,REAL,MC2_IODev,%MW196,,,,,,,2#事故池液位设定,,,0x0001eca1,,,,,,,,,,,,,,,,,,questionable,事故池主要在发生跑冒滴漏时使用。事故期间的扰动极大，此设定值虽能反映收纳脏水的策略，但因为本身处于异常状态周期，可靠性和因果性存疑。
MC2_LET1103_SP,REAL,MC2_IODev,%MW202,,,,,,,3#事故池液位设定,,,0x0001eca4,,,,,,,,,,,,,,,,,,questionable,3#事故池的液位目标设定。使用此参数时通常全车间已处于非稳态，且设定值不等于实际严重度，对预测精矿品位来说是可疑的边缘数据。
MC2_LET2101_LSV,REAL,MC2_IODev,%MW214,,,,,,,强磁尾矿泵池液位报警下限,,,0x0001eca8,,,,,,,,,,,,,,,,,,questionable,强磁尾矿泵池液位报警下限通常是控制系统中的一个固定阈值参数（静态常数），它本身不反映当前的物理状态或连续反馈。只有当实际液位触碰此下限时才会引发系统扰动，作为边界条件其数值本身对品位拟合无直接作用，属于边界条件设定值。
MC2_FET101_DL_AI,REAL,MC2_IODev,%MW220,,,,,,,1#新建强磁前浓缩机底流泵出口管道流量,,,0x0001eca9,,,,,,,,,,,,,,,,,,probable,浓缩机底流泵出口流量直接决定了进入后续工艺（如二段磨或过滤等）的干矿量和物料平衡，是计算处理量的核心物质守恒基础变量，直接影响系统工况。
MC2_FET102_DL_AI,REAL,MC2_IODev,%MW222,,,,,,,2#新建强磁前浓缩机底流泵出口管道流量,,,0x0001ecaa,,,,,,,,,,,,,,,,,,probable,同351，2#泵的底流流量直接影响全车间流体输送和干矿量平衡，是构建浓度/流量乘积特征以判断物料通过量的重要连续特征。
MC2_FET201_DL_AI,REAL,MC2_IODev,%MW224,,,,,,,1#新建机械加速澄清池底流泵出口管道流量,,,0x0001ecab,,,,,,,,,,,,,,,,,,probable,澄清池底流泵出口流量影响车间的物料平衡与循环水量，任何流体输送的波动都可能引起上游或下游设备的溢流或干涸，属于关键连续反馈变量。
MC2_FET202_DL_AI,REAL,MC2_IODev,%MW226,,,,,,,2#新建机械加速澄清池底流泵出口管道流量,,,0x0001ecac,,,,,,,,,,,,,,,,,,probable,同353，2#机械澄清池底流流量是维持车间“物料连续性”的重要脉搏，对后续分选或脱水工序有直接的因果作用。
MC2_PET101_AI,REAL,MC2_IODev,%MW228,,,,,,,1#新建强磁前浓缩机底流泵出口管道压力,,,0x0001ecad,,,,,,,,,,,,,,,,,,probable,底流泵出口压力反映了管道阻力、矿浆浓度以及泵的运行工况。压力骤变往往意味着跑粗或管道堵塞，与流量结合可以判断真实的输送状态。
MC2_PET102_AI,REAL,MC2_IODev,%MW230,,,,,,,2#新建强磁前浓缩机底流泵出口管道压力,,,0x0001ecae,,,,,,,,,,,,,,,,,,probable,同355，2#底流泵出口压力是流体输送的核心控制量，也是识别泵池喘振或泵效降低的重要依据。
MC2_PET201_AI,REAL,MC2_IODev,%MW232,,,,,,,1#机械澄清池底流泵出口管道压力,,,0x0001ecaf,,,,,,,,,,,,,,,,,,probable,澄清池底流泵出口管道压力反映了底流矿浆的状态及管道阻力特性，是全线流体力学平衡的重要观测点。
MC2_PET202_AI,REAL,MC2_IODev,%MW234,,,,,,,2#机械澄清池底流泵出口管道压力,,,0x0001ecb0,,,,,,,,,,,,,,,,,,probable,同357，2#泵出口压力用于监控流体输送健康状态，任何压力的异常脉动都可能传导至磁选流程，影响最终分选流场。
MC2_ZJB01_AO,REAL,MC2_IODev,%MW252,,,,,,,底流泵站1#渣浆泵频率给定,,,0x0001ecb9,,,,,,,,,,,,,,,,,,probable,渣浆泵频率给定决定了泵的目标转速，直接影响下游供料的流量和压力，是控制液位和物料平衡的核心操作手柄。
MC2_ZJB01_HZ,REAL,MC2_IODev,%MW254,,,,,,,底流泵站1#渣浆泵频率反馈,,,0x0001ecba,,,,,,,,,,,,,,,,,,probable,频率反馈反映了变频器实际输出的转速，比给定值更真实，直接影响矿浆输送动力。
MC2_ZJB01_DL,REAL,MC2_IODev,%MW256,,,,,,,底流泵站1#渣浆泵电流,,,0x0001ecbb,,,,,,,,,,,,,,,,,,probable,渣浆泵电流与矿浆的浓度（比重）呈正相关。结合频率可以反推泵池矿浆浓度的变化，是极关键的特征。
MC2_ZJB02_AO,REAL,MC2_IODev,%MW262,,,,,,,底流泵站2#渣浆泵频率给定,,,0x0001ecbe,,,,,,,,,,,,,,,,,,probable,2#渣浆泵频率给定是流量控制的核心自动化指令，影响后续干矿量输送。
MC2_ZJB02_HZ,REAL,MC2_IODev,%MW264,,,,,,,底流泵站2#渣浆泵频率反馈,,,0x0001ecbf,,,,,,,,,,,,,,,,,,probable,2#渣浆泵频率反馈体现了变频器的实际动作，用于维持各工艺段接力连续性。
MC2_ZJB02_DL,REAL,MC2_IODev,%MW266,,,,,,,底流泵站2#渣浆泵电流,,,0x0001ecc0,,,,,,,,,,,,,,,,,,probable,2#渣浆泵电流不仅代表负荷，更隐性反映了底流浓度，浓度是影响分级和分选的核心因素。
MC2_ZJB03_AO,REAL,MC2_IODev,%MW272,,,,,,,底流泵站3#渣浆泵频率给定,,,0x0001ecc3,,,,,,,,,,,,,,,,,,probable,3#渣浆泵频率给定，作为调整输出流量的操作量，直接干预流程物料流动。
MC2_ZJB03_HZ,REAL,MC2_IODev,%MW274,,,,,,,底流泵站3#渣浆泵频率反馈,,,0x0001ecc4,,,,,,,,,,,,,,,,,,probable,3#渣浆泵频率反馈，实测变频运行数据，是流体网络连通性的证明。
MC2_ZJB03_DL,REAL,MC2_IODev,%MW276,,,,,,,底流泵站3#渣浆泵电流,,,0x0001ecc5,,,,,,,,,,,,,,,,,,probable,3#渣浆泵电流，可联合频率识别泵效及矿浆真实密度特性。
MC2_ZJB04_AO,REAL,MC2_IODev,%MW282,,,,,,,底流泵站4#渣浆泵频率给定,,,0x0001ecc8,,,,,,,,,,,,,,,,,,probable,4#渣浆泵频率给定，物料输送的重要给定条件。
MC2_ZJB04_HZ,REAL,MC2_IODev,%MW284,,,,,,,底流泵站4#渣浆泵频率反馈,,,0x0001ecc9,,,,,,,,,,,,,,,,,,probable,4#渣浆泵频率反馈，反映实际流体力学输出状态。
MC2_ZJB04_DL,REAL,MC2_IODev,%MW286,,,,,,,底流泵站4#渣浆泵电流,,,0x0001ecca,,,,,,,,,,,,,,,,,,probable,4#渣浆泵电流，监控是否发生抽空、浓度激增等情况的关键变量。
MC2_ZJB01_SP,REAL,MC2_IODev,%MW292,,,,,,,底流泵站1#渣浆泵设定值,,,0x0001eccd,,,,,,,,,,,,,,,,,,probable,渣浆泵的设定值（SP，通常为液位或流量目标），不仅反映了操作员的预期工况控制目标，还决定了闭环系统未来的响应趋势，是核心自动化闭环基准。
MC2_ZJB02_SP,REAL,MC2_IODev,%MW294,,,,,,,底流泵站2#渣浆泵设定值,,,0x0001ecce,,,,,,,,,,,,,,,,,,probable,2#渣浆泵设定值（SP），直接体现了当前的流体负荷调度基准线。
MC2_ZJB03_SP,REAL,MC2_IODev,%MW296,,,,,,,底流泵站3#渣浆泵设定值,,,0x0001eccf,,,,,,,,,,,,,,,,,,probable,3#渣浆泵设定值（SP），同上，决定了泵的整体出力区间。
MC2_ZJB04_SP,REAL,MC2_IODev,%MW298,,,,,,,底流泵站4#渣浆泵设定值,,,0x0001ecd0,,,,,,,,,,,,,,,,,,probable,4#渣浆泵设定值（SP），操作与闭环的基点参数。
MC2_QC501_LCDY_AI,REAL,MC2_IODev,%MW300,,,,,,,励磁电压值,,,0x00023660,,,,,,,,,,,,,,,,,,probable,强磁机励磁电压结合励磁电流能发现线圈发热、电阻变大或内部短路等严重设备退化情况。励磁失效会导致回收率断崖，属于极强因果特征。
MC2_QC501_LCDL_AI,REAL,MC2_IODev,%MW302,,,,,,,励磁电流值,,,0x00023661,,,,,,,,,,,,,,,,,,probable,强磁机励磁电流是绝对核心特征！直接决定背景磁场强度，进而与回收率呈正相关，与精矿品位呈直接负相关（电流大吸废石多，品位降）。
MC2_QC501_XQWD_AI,REAL,MC2_IODev,%MW304,,,,,,,线圈温度值,,,0x00023662,,,,,,,,,,,,,,,,,,probable,强磁机线圈发热量巨大，线圈温度升高会导致电阻改变，若不补偿会使得实际场强下降，发生跑尾和品位异常，是关键边界与状态变量。
MC2_QC501_WKF1_AI,REAL,MC2_IODev,%MW306,,,,,,,1#尾矿阀门实际开度反馈值,,,0x00023663,,,,,,,,,,,,,,,,,,probable,尾矿阀门实际开度决定了强磁机内部液位及排矿阻力。阀门如果卡涩或开度异常会导致漫槽或带入空气，严重破坏强磁机分选流场。
MC2_QC501_WKF2_AI,REAL,MC2_IODev,%MW308,,,,,,,2#尾矿阀门实际开度反馈值,,,0x00023664,,,,,,,,,,,,,,,,,,probable,同394，2#尾矿阀门开度反馈值对维持稳定液位、确保流场不受激波干扰至关重要。
MC2_QC501_PWF_AI,REAL,MC2_IODev,%MW310,,,,,,,排污阀门开度实际值,,,0x00023665,,,,,,,,,,,,,,,,,,probable,排污阀门定期动作会导致系统瞬间的剧烈排空扰动。排污期间的液位波动对瞬态品位有直接冲击，其动作时序必须用于切分瞬态与稳态数据。
MC2_QC501_CKSYL_AI,REAL,MC2_IODev,%MW312,,,,,,,冲矿水压力值,,,0x00023666,,,,,,,,,,,,,,,,,,probable,冲矿水压力直接决定强磁机冲洗精矿的能力。压力不足会导致精矿冲不净、磁介质堵塞，从而导致下个周期品位和回收率双重暴跌。
MC2_QC501_CKSRKYL_AI,REAL,MC2_IODev,%MW314,,,,,,,冲矿水入口压力值,,,0x00023667,,,,,,,,,,,,,,,,,,probable,冲矿水入口压力是公用辅助系统提供的源头水压，入口压力的波动可能由全车间管网不平衡引起，是预警冲洗失效的直接输入特征。
MC2_QC501_CKSCKYL_AI,REAL,MC2_IODev,%MW316,,,,,,,冲矿水出口压力值,,,0x00023668,,,,,,,,,,,,,,,,,,probable,冲矿水出口压力能够结合入口压力判断喷嘴是否发生结垢堵塞，喷水流场的微小改变都能通过此参数体现，直接关联漂洗与卸矿效率。
MC2_QC501_MDPL_AI,REAL,MC2_IODev,%MW318,,,,,,,脉动电机实际工作频率显示值,,,0x00023669,,,,,,,,,,,,,,,,,,probable,脉动电机实际工作频率（脉动冲次）是高梯度磁选机的绝对核心特征，脉动水流将石英等废石抖除，与精矿二氧化硅含量和铁品位存在极强的因果正相关。
MC2_QC501_ZHPL_AI,REAL,MC2_IODev,%MW320,,,,,,,转环电机实际工作频率显示值,,,0x0002366a,,,,,,,,,,,,,,,,,,probable,转环电机工作频率决定了磁介质在分选区的停留时间，转速变化直接影响处理量与磁性矿物被吸附的概率，是核心反馈变量。
MC2_QC501_XKYW_AI,REAL,MC2_IODev,%MW322,,,,,,,选矿液位,,,0x0002366b,,,,,,,,,,,,,,,,,,probable,选矿液位必须保持在特定高度，过低会带入空气破坏流场，过高会导致矿浆短路溢流，是强磁机流场稳定的关键连续反馈指标。
MC2_QC501_LCDL_AO,REAL,MC2_IODev,%MW324,,,,,,,励磁电流设定值,,,0x0002366c,,,,,,,,,,,,,,,,,,probable,励磁电流决定了背景场强，与精矿品位呈直接的负相关，设定值是改变磁选作业环境的核心操作手柄。
MC2_QC501_FCSJGSJ_AO,REAL,MC2_IODev,%MW326,,,,,,,反冲水间隔时间,,,0x0002366d,,,,,,,,,,,,,,,,,,questionable,反冲水间隔时间属于设备长期运行的时序设定常数，通常在调试后极少改动，对实时的品位波动连续拟合贡献较弱，属于边界参数。
MC2_QC501_FCSSJ_AO,REAL,MC2_IODev,%MW328,,,,,,,反冲水时间,,,0x0002366e,,,,,,,,,,,,,,,,,,questionable,反冲水时间设定同样为PLC时序逻辑常数，在常规稳态数据分析中方差极小，无法直接反映工艺流体的瞬态变化，相关性较难确定。
MC2_QC501_WKF1_AO,REAL,MC2_IODev,%MW330,,,,,,,1#尾矿阀门手动开度设定值,,,0x0002366f,,,,,,,,,,,,,,,,,,probable,尾矿阀门开度决定了强磁机排矿的物理阻力与流场流速，直接影响液位与磁选分选区域的平衡，属于明确的相关控制量。
MC2_QC501_WKF2_AO,REAL,MC2_IODev,%MW332,,,,,,,2#尾矿阀门手动开度设定值,,,0x00023670,,,,,,,,,,,,,,,,,,probable,2#尾矿阀门手动开度设定值与1#尾矿阀门类似，共同影响排尾阻力，决定全设备的物料平衡，是相关的核心变量。
MC2_QC501_PWF_AO,REAL,MC2_IODev,%MW334,,,,,,,排污阀门开度设定值,,,0x00023671,,,,,,,,,,,,,,,,,,probable,排污阀门开度设定值表征了排污动作。排污期间液位和浓度会发生剧烈波动，能够帮助模型识别短期的瞬态扰动工况，进而排除异常数据。
MC2_QC501_MDPL_AO,REAL,MC2_IODev,%MW336,,,,,,,脉动电机设定频率值,,,0x00023672,,,,,,,,,,,,,,,,,,probable,脉动电机设定频率值是工艺人员针对特定原矿性质微调冲次（提精降硅）的操作给定值，与实际冲次高度相关，具有强关联性。
MC2_QC501_ZHPL_AO,REAL,MC2_IODev,%MW338,,,,,,,转环电机设定频率值,,,0x00023673,,,,,,,,,,,,,,,,,,probable,转环电机设定频率值决定介质停留时间的基准值，改变设定会直接引起精矿产量与品位的变化，是核心操作变量。
MC2_QC501_PWJG_AO,REAL,MC2_IODev,%MW340,,,,,,,排污间隔时间设定,,,0x00023674,,,,,,,,,,,,,,,,,,questionable,排污间隔时间设定属于维护介质清洁的系统参数，长期保持不变，不易作为连续机器学习特征。
MC2_QC501_PWSJ_AO,REAL,MC2_IODev,%MW342,,,,,,,排污时间设定,,,0x00023675,,,,,,,,,,,,,,,,,,questionable,排污时间设定同样是时序常数，对品位的分钟级别瞬态预测作用较小，可能是说不准的边界条件。
MC2_QC502_LCDY_AI,REAL,MC2_IODev,%MW344,,,,,,,励磁电压值,,,0x00023676,,,,,,,,,,,,,,,,,,probable,励磁电压结合励磁电流能够反映线圈的实际温度与电阻状态。如果线圈短路导致电压异常，表观场强会虚高，是核心诊断与因果变量。
MC2_QC502_LCDL_AI,REAL,MC2_IODev,%MW346,,,,,,,励磁电流值,,,0x00023677,,,,,,,,,,,,,,,,,,probable,励磁电流值是决定分选场强的最终物理量，直接影响铁矿物连生体的抓取能力，直接与品位（TFe降、SiO2升）挂钩。
MC2_QC502_XQWD_AI,REAL,MC2_IODev,%MW348,,,,,,,线圈温度值,,,0x00023678,,,,,,,,,,,,,,,,,,probable,线圈温度过高会使线圈电阻增大，若控制不力会导致励磁电流悄悄衰减，从而引发跑尾现象，属于影响磁场真实效果的核心状态变量。
MC2_QC502_WKF1_AI,REAL,MC2_IODev,%MW350,,,,,,,1#尾矿阀门实际开度反馈值,,,0x00023679,,,,,,,,,,,,,,,,,,probable,实际开度反馈值比设定值更真实。能够识别阀门卡涩（如被沉砂卡死），从而准确反映强磁排尾顺畅度与液位流场的实际状态。
MC2_QC502_WKF2_AI,REAL,MC2_IODev,%MW352,,,,,,,2#尾矿阀门实际开度反馈值,,,0x0002367a,,,,,,,,,,,,,,,,,,probable,同理，2#尾矿阀门的真实反馈开度对系统拓扑和局部流体排空起决定作用，高度相关。
MC2_QC502_PWF_AI,REAL,MC2_IODev,%MW354,,,,,,,排污阀门开度实际值,,,0x0002367b,,,,,,,,,,,,,,,,,,probable,排污阀门实际开度能精准锁定周期性排污导致的瞬时液位扰动窗口，供模型做数据清洗或标注过渡过程。
MC2_QC502_CKSYL_AI,REAL,MC2_IODev,%MW356,,,,,,,冲矿水压力值,,,0x0002367c,,,,,,,,,,,,,,,,,,probable,冲矿水压力直接决定磁介质是否能被冲洗干净。如果压力下降，介质堵塞，设备将失去分选能力，导致品位断崖式暴跌。
MC2_QC502_CKSRKYL_AI,REAL,MC2_IODev,%MW358,,,,,,,冲矿水入口压力值,,,0x0002367d,,,,,,,,,,,,,,,,,,probable,冲矿水入口压力属于冲洗系统的前端表征参数，与冲矿水压力同等重要，决定介质不被杂质永久糊死。
MC2_QC502_CKSCKYL_AI,REAL,MC2_IODev,%MW360,,,,,,,冲矿水出口压力值,,,0x0002367e,,,,,,,,,,,,,,,,,,probable,冲矿水出口压力用于压差计算，表征水管路是否存在堵塞或者水压损失，间接影响冲洗效果。
MC2_QC502_MDPL_AI,REAL,MC2_IODev,%MW362,,,,,,,脉动电机实际工作频率显示值,,,0x0002367f,,,,,,,,,,,,,,,,,,probable,同400，脉动实际频率决定矿浆松散度和机械夹杂去除效率，绝对核心参数。
MC2_QC502_ZHPL_AI,REAL,MC2_IODev,%MW364,,,,,,,转环电机实际工作频率显示值,,,0x00023680,,,,,,,,,,,,,,,,,,probable,同401，转环实际转速决定介质分选时间，高度关联品位及回收率。
MC2_QC502_XKYW_AI,REAL,MC2_IODev,%MW366,,,,,,,选矿液位,,,0x00023681,,,,,,,,,,,,,,,,,,probable,同402，强磁选液位保持浸没高度是物理分选稳定的前提，波动过大代表分选恶化。
MC2_QC502_LCDL_AO,REAL,MC2_IODev,%MW368,,,,,,,励磁电流设定值,,,0x00023682,,,,,,,,,,,,,,,,,,probable,同403，励磁电流设定值指引系统闭环，决定吸附强度，属关键给定变量。
MC2_QC502_FCSJGSJ_AO,REAL,MC2_IODev,%MW370,,,,,,,反冲水间隔时间,,,0x00023683,,,,,,,,,,,,,,,,,,questionable,反冲水间隔时间设定是较少调整的静态操作参数，难以用来进行连续时间的因果拟合。
MC2_QC502_FCSSJ_AO,REAL,MC2_IODev,%MW372,,,,,,,反冲水时间,,,0x00023684,,,,,,,,,,,,,,,,,,questionable,反冲水时间属于时长常数，与实时品位之间无法构建连续的协方差相关，影响存疑。
MC2_QC502_WKF1_AO,REAL,MC2_IODev,%MW374,,,,,,,1#尾矿阀门手动开度设定值,,,0x00023685,,,,,,,,,,,,,,,,,,probable,尾矿阀门手动设定值影响管网排料压力和液位动态平衡。
MC2_QC502_WKF2_AO,REAL,MC2_IODev,%MW376,,,,,,,2#尾矿阀门手动开度设定值,,,0x00023686,,,,,,,,,,,,,,,,,,probable,同上，控制全槽流出量的阻力项，对强磁流场连续性很重要。
MC2_QC502_PWF_AO,REAL,MC2_IODev,%MW378,,,,,,,排污阀门开度设定值,,,0x00023687,,,,,,,,,,,,,,,,,,probable,排污阀开度设定用于判断是否有强制的人为或者系统排污触发，辅助识别工艺扰动期。
MC2_QC502_MDPL_AO,REAL,MC2_IODev,%MW380,,,,,,,脉动电机设定频率值,,,0x00023688,,,,,,,,,,,,,,,,,,probable,同409，操作员给定的脉动频率目标，用于调控清洗强度的核心操作量。
MC2_QC502_ZHPL_AO,REAL,MC2_IODev,%MW382,,,,,,,转环电机设定频率值,,,0x00023689,,,,,,,,,,,,,,,,,,probable,同410，转环转速的操作命令给定值，与实际处理量直接挂钩。
MC2_QC502_PWJG_AO,REAL,MC2_IODev,%MW384,,,,,,,排污间隔时间设定,,,0x0002368a,,,,,,,,,,,,,,,,,,questionable,排污间隔时间为系统长期固化常数，对分钟级的模型预测效用较小。
MC2_QC502_PWSJ_AO,REAL,MC2_IODev,%MW386,,,,,,,排污时间设定,,,0x0002368b,,,,,,,,,,,,,,,,,,questionable,排污时长设定亦为长周期不变量，对连续变化的化验结果不具有实时因果反馈。
MC2_QC503_LCDY_AI,REAL,MC2_IODev,%MW388,,,,,,,励磁电压值,,,0x0002368c,,,,,,,,,,,,,,,,,,probable,三号机的励磁电压，用于发现线圈故障退化或温度剧烈漂移导致的磁选性能失效。
MC2_QC503_LCDL_AI,REAL,MC2_IODev,%MW390,,,,,,,励磁电流值,,,0x0002368d,,,,,,,,,,,,,,,,,,probable,三号机的励磁电流实测值，强磁场抓取铁精矿的真实反映，极其重要的品位拟合特征。
MC2_QC503_XQWD_AI,REAL,MC2_IODev,%MW392,,,,,,,线圈温度值,,,0x0002368e,,,,,,,,,,,,,,,,,,probable,三号机线圈温度，属于高温导致的性能衰减指标，逼近极值时会导致场强急降，影响品位。
