NAME,TYPE,COMMENT,Category,Reason,Sample_Data,ADDR,CLUSTER,CUSTOM,CUSTOM1,CUSTOM2,CUSTOM3,CUSTOM4,CUSTOM5,CUSTOM6,CUSTOM7,CUSTOM8,DEADBAND,EDITCODE,ENG_FULL,ENG_UNITS,ENG_ZERO,EQUIP,FORMAT,HISTORIAN,ITEM,LINKED,OID,RAW_FULL,RAW_ZERO,REF1,REF2,TAGGENLINK,UNIT
FX_FXJ602_I,REAL,浮选机(扫选一)602电流,probable,扫选机电流帮助判断扫选槽内的搅拌强度和沉砂情况，扫选效果好坏决定中矿质量，进而间接影响整个闭路系统精矿品位。,暂无采样记录,%MW1338,,,,,,,,,,,,,,,,,,,,,0x000045aa,,,,,,FX1_IODev
FX_FXJ603_I,REAL,浮选机(扫选一)603电流,probable,该变量为扫选一浮选机搅拌电机电流。根据工艺说明，监控搅拌电机的实时电流大小可以侧面推算出槽内矿浆的表观浓度和黏度情况，这对于判断浮选状态、药剂效果及中矿循环负荷非常重要，进而间接影响最终精矿品位。,暂无采样记录,%MW1340,,,,,,,,,,,,,,,,,,,,,0x000045ac,,,,,,FX1_IODev
FX_FXJ604_I,REAL,浮选机(扫选一)604电流,probable,该变量为扫选一浮选机搅拌电机电流。监控搅拌电机的实时电流能够反映槽内矿浆的浓度与黏度变化，进而指示扫选作业的稳定性和中矿循环质量，对精矿品位有重要影响。,暂无采样记录,%MW1342,,,,,,,,,,,,,,,,,,,,,0x000045ad,,,,,,FX1_IODev
FX_FXJ605_I,REAL,浮选机(扫选一)605电流,probable,该变量为扫选一浮选机搅拌电机电流。反映了槽内矿浆的表观浓度和黏度状况，涉及扫选泡沫厚度及排料节奏的潜在变化，与浮选整体的脱硅效果和精矿品位密切相关。,暂无采样记录,%MW1344,,,,,,,,,,,,,,,,,,,,,0x000045ae,,,,,,FX1_IODev
FX_FXJ606_I,REAL,浮选机(扫选一)606电流,probable,该变量为扫选一浮选机搅拌电机电流。电流直接关联浮选槽内的矿浆浓度、黏度与搅拌强度，影响扫选段循环负荷的稳定性，对最终精矿品位有相关性。,暂无采样记录,%MW1346,,,,,,,,,,,,,,,,,,,,,0x000045af,,,,,,FX1_IODev
FX_FXJ701_I,REAL,浮选机(扫选二)701电流,probable,该变量为扫选二浮选机搅拌电机电流。反映二扫槽内矿浆的黏度和浓度情况，影响连生体和中矿的循环量，系统死循环会恶化浮选指标，因此对精矿品位具有重要参考价值。,暂无采样记录,%MW1348,,,,,,,,,,,,,,,,,,,,,0x000045b0,,,,,,FX1_IODev
FX_FXJ702_I,REAL,浮选机(扫选二)702电流,probable,该变量为扫选二浮选机搅拌电机电流。不仅能够表征搅拌剪切力，还能侧面反映系统起泡能力过剩与否，属于反映中矿循环状态的重要工艺变量。,暂无采样记录,%MW1350,,,,,,,,,,,,,,,,,,,,,0x000045b1,,,,,,FX1_IODev
FX_FXJ703_I,REAL,浮选机(扫选二)703电流,probable,该变量为扫选二浮选机搅拌电机电流。有助于推断浮选槽内的矿浆物理特性（如黏稠度），其波动可能会直接引起循环返回量的失衡，从而影响前段精选和粗选的效果。,暂无采样记录,%MW1352,,,,,,,,,,,,,,,,,,,,,0x000045b2,,,,,,FX1_IODev
FX_FXJ704_I,REAL,浮选机(扫选二)704电流,probable,该变量为扫选二浮选机搅拌电机电流。侧面表征矿浆黏度和定转子磨损情况，涉及浮选槽内部流体动力学稳定性，对精矿品位有显著相关性。,暂无采样记录,%MW1354,,,,,,,,,,,,,,,,,,,,,0x000045b3,,,,,,FX1_IODev
FX_FXJ801_I,REAL,浮选机(扫选三)801电流,probable,该变量为扫选三浮选机搅拌电机电流。三扫是排出最终尾矿的前置关键工序，其搅拌电流反映了槽内的黏度和矿浆状况，影响尾矿排硅能力。,暂无采样记录,%MW1356,,,,,,,,,,,,,,,,,,,,,0x000045b4,,,,,,FX1_IODev
FX_FXJ802_I,REAL,浮选机(扫选三)802电流,probable,该变量为扫选三浮选机搅拌电机电流。通过监控此电流可推算尾矿排出的表观浓度和排料节奏，对维持整个浮选回路的物料平衡和品位稳定至关重要。,暂无采样记录,%MW1358,,,,,,,,,,,,,,,,,,,,,0x000045b5,,,,,,FX1_IODev
FX_FXJ803_I,REAL,浮选机(扫选三)803电流,probable,该变量为扫选三浮选机搅拌电机电流。可侧面推算矿浆的表观浓度及黏度情况，影响脉石排出与尾矿压榨效果，进而间接影响全局物料平衡和精矿品位。,暂无采样记录,%MW1360,,,,,,,,,,,,,,,,,,,,,0x000045b7,,,,,,FX1_IODev
FX_FXJ804_I,REAL,浮选机(扫选三)804电流,probable,该变量为扫选三浮选机搅拌电机电流。反映扫选段底流状态，有助于判断系统是否起泡过剩或矿浆发生严重泥化，关联度高。,暂无采样记录,%MW1362,,,,,,,,,,,,,,,,,,,,,0x000045b8,,,,,,FX1_IODev
FX_LT_1601,REAL,一系列精选泡沫及一扫底流泵池(给粗选)液位,probable,该变量为给粗选的泵池液位。泵池液位决定了给入粗选槽的物料压力及流量稳定性，如果液位波动会导致粗选给矿不稳定，进而打破粗选槽内的停留时间、药剂浓度和流体力学平衡，直接影响粗选脱硅效率和最终精矿品位。,[2025/9/10 14:57:54] 0.8 | [2025/9/10 14:57:59] 0.79 | [2025/9/10 14:58:14] 0.82 | [2025/9/10 14:58:32] 0.81 | [2025/9/10 14:58:53] 0.8 | [2025/9/10 14:59:11] 0.81 | [2025/9/10 14:59:24] 0.8 | [2025/9/10 14:59:45] 0.8 | [2025/9/10 15:00:03] 0.82 | [2025/9/10 15:00:20] 0.79,%MW184,,,,,,,,,,,,,,,,,,,,,0x000045d0,,,,,,FX1_IODev
FX_LT_1602,REAL,一系列粗选泡沫及二扫底流泵池(给一扫)液位,probable,该变量为给一扫的泵池液位。泵池液位关系到中矿循环的稳定性和连续性，液位剧烈波动或报警往往意味着中矿循环量急剧变化（起泡能力过剩等），恶性循环会直接导致精矿品位暴跌。,[2025/9/10 14:57:54] 1.48 | [2025/9/10 14:58:00] 1.47 | [2025/9/10 14:58:18] 1.48 | [2025/9/10 14:58:35] 1.48 | [2025/9/10 14:58:50] 1.47 | [2025/9/10 14:59:09] 1.46 | [2025/9/10 14:59:29] 1.48 | [2025/9/10 14:59:47] 1.49 | [2025/9/10 14:59:57] 1.47 | [2025/9/10 15:00:17] 1.48,%MW186,,,,,,,,,,,,,,,,,,,,,0x000045d1,,,,,,FX1_IODev
FX_LT_1603,REAL,一系列三扫底流泵池(给二扫)液位,probable,该变量为给二扫的泵池液位。各级扫选之间的泵池液位是系统物料守恒控制的核心节点，液位异常会导致砂泵抽空或冒槽，破坏整个反浮选工艺的稳定性。,[2025/9/10 14:57:30] 1.67 | [2025/9/10 15:19:20] 0.98 | [2025/9/10 15:25:58] 0.98 | [2025/9/10 15:26:24] 0.98 | [2025/9/10 15:26:38] 0.98 | [2025/9/10 15:26:54] 0.98 | [2025/9/10 15:27:05] 0.98 | [2025/9/10 15:27:24] 0.98 | [2025/9/10 15:27:35] 0.97 | [2025/9/10 15:27:50] 0.97,%MW188,,,,,,,,,,,,,,,,,,,,,0x000045d2,,,,,,FX1_IODev
FX_LT_1604,REAL,一系列尾矿泵池(给尾矿浓缩机)液位,probable,该变量为尾矿泵池液位。虽然处于流程末端，但尾矿排出的顺畅度影响扫选三的底流外排节奏，若液位控制不当导致系统背压，可能会逆向影响前段排硅，导致品位波动。,[2025/9/10 14:57:20] 1.63 | [2025/9/10 15:07:46] 1.63 | [2025/9/10 15:08:18] 1.63 | [2025/9/10 15:08:31] 1.64 | [2025/9/10 15:08:55] 1.63 | [2025/9/10 15:09:12] 1.64 | [2025/9/10 15:09:16] 1.63 | [2025/9/10 15:10:19] 1.64 | [2025/9/10 15:10:51] 1.63 | [2025/9/10 15:11:04] 1.63,%MW190,,,,,,,,,,,,,,,,,,,,,0x000045d3,,,,,,FX1_IODev
FX_FT_1601,REAL,一系列粗选给矿泵1101出口管道流量,probable,该变量为粗选给矿泵出口管道流量。粗选入料流量即入浮干矿处理量的直接体现，它是药剂前馈控制的基准信号，决定了加药量是否匹配。流量异常会直接导致药剂比例失调，影响最终精矿品位。,[2025/9/10 14:57:56] -12.3 | [2025/9/10 14:58:03] -12.4 | [2025/9/10 14:58:18] -12.35 | [2025/9/10 14:58:36] -12.0 | [2025/9/10 14:58:54] -12.6 | [2025/9/10 14:59:09] -12.3 | [2025/9/10 14:59:29] -12.45 | [2025/9/10 14:59:47] -12.35 | [2025/9/10 15:00:03] -12.3 | [2025/9/10 15:00:21] -12.45,%MW192,,,,,,,,,,,,,,,,,,,,,0x000045d4,,,,,,FX1_IODev
FX_FT_1602,REAL,一系列粗选给矿泵1102出口管道流量,probable,该变量为粗选给矿泵出口管道流量。入浮流量是整个回路负荷计算、停留时间设定以及加药系统的核心前馈变量，其变化对系统稳定和指标控制起决定性作用。,[2025/9/10 14:57:56] 354.95 | [2025/9/10 14:58:03] 129.6 | [2025/9/10 14:58:18] 282.65 | [2025/9/10 14:58:36] 109.75 | [2025/9/10 14:58:54] 298.25 | [2025/9/10 14:59:11] 207.95 | [2025/9/10 14:59:29] 110.75 | [2025/9/10 14:59:47] 355.45 | [2025/9/10 15:00:03] 137.15 | [2025/9/10 15:00:21] 195.55,%MW194,,,,,,,,,,,,,,,,,,,,,0x000045d5,,,,,,FX1_IODev
FX_LT_2601,REAL,二系列精选泡沫及一扫底流泵池(给粗选)液位,probable,该变量为二系列给粗选的泵池液位。类似于一系列，液位控制对于维持恒定的入浮压力和流体稳定性至关重要，直接关联脱硅指标。,[2025/9/10 14:57:30] 0.92 | [2025/9/10 15:17:42] 0.92 | [2025/9/10 15:17:54] 0.92 | [2025/9/10 15:18:15] 0.92 | [2025/9/10 15:18:33] 0.92 | [2025/9/10 15:18:50] 0.92 | [2025/9/10 15:19:12] 0.92 | [2025/9/10 15:19:26] 0.91 | [2025/9/10 15:19:51] 0.91 | [2025/9/10 15:20:06] 0.92,%MW196,,,,,,,,,,,,,,,,,,,,,0x000045d6,,,,,,FX1_IODev
FX_LT_2602,REAL,二系列粗选泡沫及二扫底流泵池(给一扫)液位,probable,该变量为二系列给一扫的泵池液位。反映了二系列工艺中扫选和精选之间中矿循环流量的稳定性，与整体浮选产出密切相关。,[2025/9/10 14:57:20] 0.37 | [2025/9/10 14:59:15] 0.37 | [2025/9/10 14:59:41] 0.37 | [2025/9/10 15:00:03] 0.37 | [2025/9/10 15:00:17] 0.36 | [2025/9/10 15:00:39] 0.36 | [2025/9/10 15:00:50] 0.36 | [2025/9/10 15:01:09] 0.37 | [2025/9/10 15:01:14] 0.37 | [2025/9/10 15:02:07] 0.37,%MW198,,,,,,,,,,,,,,,,,,,,,0x000045d7,,,,,,FX1_IODev
FX_LT_2603,REAL,二系列三扫底流泵池(给二扫)液位,probable,该变量为二系列给二扫的泵池液位。是判断局部循环负荷是否产生恶性死循环的关键数据，严重影响总体的浮选环境。,[2025/9/10 14:57:30] 1.24 | [2025/9/10 14:58:17] 1.25 | [2025/9/10 14:58:26] 1.24 | [2025/9/10 14:58:47] 1.24 | [2025/9/10 14:59:09] 1.25 | [2025/9/10 14:59:27] 1.25 | [2025/9/10 14:59:45] 1.24 | [2025/9/10 15:00:03] 1.24 | [2025/9/10 15:00:20] 1.24 | [2025/9/10 15:00:39] 1.24,%MW200,,,,,,,,,,,,,,,,,,,,,0x000045d8,,,,,,FX1_IODev
FX_LT_2604,REAL,二系列尾矿泵池(给尾矿浓缩机)液位,probable,该变量为二系列尾矿泵池液位。影响整体尾矿排出系统的通畅性，从而对整体系统的物料守恒具有间接作用。,[2025/9/10 14:57:31] 1.23 | [2025/9/10 14:58:35] 1.23 | [2025/9/10 14:58:41] 1.23 | [2025/9/10 15:00:12] 1.23 | [2025/9/10 15:00:39] 1.22 | [2025/9/10 15:00:42] 1.23 | [2025/9/10 15:02:26] 1.23 | [2025/9/10 15:02:50] 1.23 | [2025/9/10 15:03:38] 1.22 | [2025/9/10 15:03:40] 1.23,%MW202,,,,,,,,,,,,,,,,,,,,,0x000045d9,,,,,,FX1_IODev
FX_FT_2601,REAL,二系列粗选给矿泵1101出口管道流量,probable,该变量为二系列粗选给矿泵管道流量。此流量代表二系列入浮干矿量，是加药控制的基准。若流量配比不佳，直接导致药剂过量或不足，从而跑硅或跑铁。,[2025/9/10 14:57:56] -7.23 | [2025/9/10 14:58:03] -7.08 | [2025/9/10 14:58:18] -7.32 | [2025/9/10 14:58:36] -7.14 | [2025/9/10 14:58:54] -7.29 | [2025/9/10 14:59:11] -7.02 | [2025/9/10 14:59:29] -7.02 | [2025/9/10 14:59:47] -7.02 | [2025/9/10 15:00:03] -7.32 | [2025/9/10 15:00:21] -7.05,%MW204,,,,,,,,,,,,,,,,,,,,,0x000045da,,,,,,FX1_IODev
FX_FT_2602,REAL,二系列粗选给矿泵1102出口管道流量,probable,该变量为二系列粗选给矿泵管道流量。作为核心的前馈控制变量，严重影响浮选反应动力学进程。,[2025/9/10 14:57:56] 8.04 | [2025/9/10 14:58:03] 8.46 | [2025/9/10 14:58:18] 11.01 | [2025/9/10 14:58:36] 6.99 | [2025/9/10 14:58:54] 7.74 | [2025/9/10 14:59:11] 9.81 | [2025/9/10 14:59:29] 11.64 | [2025/9/10 14:59:47] 4.29 | [2025/9/10 15:00:03] 3.72 | [2025/9/10 15:00:21] 7.35,%MW206,,,,,,,,,,,,,,,,,,,,,0x000045db,,,,,,FX1_IODev
FX_PT_901_CK,REAL,离心鼓风机901出口压力,probable,鼓风机出口压力直接决定了浮选机槽内的充气压力和充气量。根据工艺要求，充气量大小直接影响气泡总表面积，过大或过小都会显著破坏浮选效果，因此很可能与精矿品位相关。,[2025/9/10 14:57:56] 32.33 | [2025/9/10 14:58:02] 32.25 | [2025/9/10 14:58:18] 32.32 | [2025/9/10 14:58:36] 32.33 | [2025/9/10 14:58:54] 32.3 | [2025/9/10 14:59:11] 32.32 | [2025/9/10 14:59:29] 32.31 | [2025/9/10 14:59:44] 32.31 | [2025/9/10 15:00:00] 32.33 | [2025/9/10 15:00:21] 32.31,%MW218,,,,,,,,,,,,,,,,,,,,,0x000045e1,,,,,,FX1_IODev
FX_PT_902_CK,REAL,离心鼓风机902出口压力,probable,鼓风机出口压力是决定浮选单槽充气量的关键动力源，充气状态直接影响石英的刮出率和铁矿物的回收率，是直接相关的工艺变量。,[2025/9/10 14:57:51] 30.49 | [2025/9/10 14:58:02] 30.49 | [2025/9/10 14:58:17] 30.46 | [2025/9/10 14:58:36] 30.48 | [2025/9/10 14:58:51] 30.47 | [2025/9/10 14:59:11] 30.5 | [2025/9/10 14:59:29] 30.49 | [2025/9/10 14:59:47] 30.46 | [2025/9/10 15:00:03] 30.49 | [2025/9/10 15:00:21] 30.47,%MW230,,,,,,,,,,,,,,,,,,,,,0x000045e7,,,,,,FX1_IODev
FX_PT_903_CK,REAL,离心鼓风机903出口压力,probable,鼓风机出口压力影响气体传输与充气量分配。充气量是影响气泡生成、抑制剂与捕收剂作用的关键流体力学参数，与品位紧密相关。,暂无采样记录,%MW242,,,,,,,,,,,,,,,,,,,,,0x000045ed,,,,,,FX1_IODev
FX_PT_904_CK,REAL,离心鼓风机904出口压力,probable,出口风压是保证各浮选槽实现良好充气和气泡生成的前提，如果压力不足会导致气泡太少，石英滞留，直接影响最终品位。,暂无采样记录,%MW254,,,,,,,,,,,,,,,,,,,,,0x000045f3,,,,,,FX1_IODev
FX_PT_905_CK,REAL,离心鼓风机905出口压力,probable,出口压力决定浮选机的主充气量。充气量过大易造成铁矿物裹挟流失，充气量过小则排硅不畅，此参数是工艺控制的核心节点。,暂无采样记录,%MW266,,,,,,,,,,,,,,,,,,,,,0x000045f9,,,,,,FX1_IODev
FX_PT_906_CK,REAL,离心鼓风机906出口压力,probable,出口压力直接决定输送至浮选槽底部的充气压力和体积，属于直接调控气泡层动态平衡的重要工艺变量。,[2025/9/10 14:57:48] 37.58 | [2025/9/10 14:58:18] 37.5 | [2025/9/10 14:58:36] 37.58 | [2025/9/10 14:58:53] 37.58 | [2025/9/10 14:59:08] 37.58 | [2025/9/10 14:59:29] 37.58 | [2025/9/10 14:59:45] 37.57 | [2025/9/10 15:00:02] 37.58 | [2025/9/10 15:00:21] 37.57 | [2025/9/10 15:00:39] 37.58,%MW278,,,,,,,,,,,,,,,,,,,,,0x000045ff,,,,,,FX1_IODev
FX_LT_1601_BJ,INT,一系列精选泡沫及一扫底流泵池(给粗选)液位报警,questionable,精选泡沫及一扫底流泵池液位报警。泵池液位异常（冒槽或抽空）会导致中矿循环量失衡，进而破坏全流程的物料平衡（背景77），对最终精矿品位有显著影响。但由于是离散报警信号，包含的信息量不如连续液位值丰富，作为特征存在一定局限性，故归为可疑。,暂无采样记录,%MW342,,,,,,,,,,,,,,,,,,,,,0x0000462a,,,,,,FX1_IODev
FX_LT_1602_BJ,INT,一系列粗选泡沫及二扫底流泵池(给一扫)液位报警,questionable,粗选泡沫及二扫底流泵池液位报警。反映循环负荷和作业排料的不稳定，泡沫产品夹带等情况可能恶化，影响浮选闭路稳定性。作为离散开关量信号，存在建模时的可用性疑虑，归为可疑。,暂无采样记录,%MW343,,,,,,,,,,,,,,,,,,,,,0x0000462b,,,,,,FX1_IODev
FX_LT_1603_BJ,INT,一系列三扫底流泵池(给二扫)液位报警,questionable,三扫底流泵池液位报警。三扫作为尾矿前的最后把关作业，其泵池液位突变意味着扫选回路流体失衡，可能导致尾矿跑铁或精矿硅高。报警信号具有一定警示意义但信息粒度粗糙。,暂无采样记录,%MW344,,,,,,,,,,,,,,,,,,,,,0x0000462c,,,,,,FX1_IODev
FX_LT_1604_BJ,INT,一系列尾矿泵池(给尾矿浓缩机)液位报警,questionable,尾矿泵池液位报警。直接关系到最终尾矿的排放流畅度，若液位过高可能引发系统憋压，影响上游各个浮选槽的液位和泡沫刮出效率。但同样由于是离散量，归为可疑。,暂无采样记录,%MW345,,,,,,,,,,,,,,,,,,,,,0x0000462d,,,,,,FX1_IODev
FX_FT_1601_BJ,INT,一系列粗选给矿泵1101出口管道流量报警,questionable,粗选给矿泵出口管道流量报警。入浮干矿量是全流程药剂前馈控制的基础（背景66）。流量报警意味着处理量发生大幅度偏离，必然导致药剂制度的比例失调，直接影响精矿品位。不过相较于具体的流量数值，报警只能提供异常切片。,暂无采样记录,%MW346,,,,,,,,,,,,,,,,,,,,,0x0000462e,,,,,,FX1_IODev
FX_FT_1602_BJ,INT,一系列粗选给矿泵1102出口管道流量报警,questionable,粗选给矿泵1102出口流量报警，同上，直接影响药剂配比和粗选停留时间（背景86），对浮选脱硅有重大影响。作为离散变量判定为可疑。,暂无采样记录,%MW347,,,,,,,,,,,,,,,,,,,,,0x0000462f,,,,,,FX1_IODev
FX_LT_2601_BJ,INT,二系列精选泡沫及一扫底流泵池(给粗选)液位报警,questionable,二系列精选泡沫及一扫底流泵池液位报警。二系列的中矿循环系统失衡指标，与1476的逻辑一致，影响工艺循环负荷及最终品位，但离散特性使其可用性降低。,暂无采样记录,%MW348,,,,,,,,,,,,,,,,,,,,,0x00004630,,,,,,FX1_IODev
FX_LT_2602_BJ,INT,二系列粗选泡沫及二扫底流泵池(给一扫)液位报警,questionable,二系列粗选泡沫及二扫底流泵池液位报警。反映浮选泡沫流体力学失衡和夹杂效应，可能导致跑槽，进而波及品位。归为可疑。,暂无采样记录,%MW349,,,,,,,,,,,,,,,,,,,,,0x00004631,,,,,,FX1_IODev
FX_LT_2603_BJ,INT,二系列三扫底流泵池(给二扫)液位报警,questionable,二系列三扫底流泵池液位报警。闭路循环的关键节点，液位异常报警指示内部物料负荷波动，间接影响铁矿物和石英分离。归为可疑。,暂无采样记录,%MW350,,,,,,,,,,,,,,,,,,,,,0x00004632,,,,,,FX1_IODev
FX_LT_2604_BJ,INT,二系列尾矿泵池(给尾矿浓缩机)液位报警,questionable,二系列尾矿泵池液位报警。影响尾矿排出节奏，可能通过上下游液位耦合波及整体分离效率。,暂无采样记录,%MW351,,,,,,,,,,,,,,,,,,,,,0x00004633,,,,,,FX1_IODev
FX_FT_2601_BJ,INT,二系列粗选给矿泵1101出口管道流量报警,questionable,二系列粗选给矿泵1101流量报警。入浮量激增或骤减将破坏药剂/吨矿比（背景38、66），导致要么石英无法浮出要么铁损失，强烈影响品位，但受限于布尔量格式归为可疑。,暂无采样记录,%MW352,,,,,,,,,,,,,,,,,,,,,0x00004634,,,,,,FX1_IODev
FX_FT_2602_BJ,INT,二系列粗选给矿泵1102出口管道流量报警,questionable,二系列粗选给矿泵1102流量报警。作用同1486，给矿量异常是品位波动的主要前置原因之一。,暂无采样记录,%MW353,,,,,,,,,,,,,,,,,,,,,0x00004635,,,,,,FX1_IODev
FX_PT_901_CK_BJ,INT,离心鼓风机901出口压力报警,questionable,鼓风机901出口压力报警。鼓风机出口压力直接决定了单槽充气量和气泡总表面积（背景57）。充气压力异常报警（过大导致翻花或裹挟铁上浮，过小导致运载石英不足）会严重影响粗选和精选行为。但因是离散量，归为可疑。,暂无采样记录,%MW359,,,,,,,,,,,,,,,,,,,,,0x0000463b,,,,,,FX1_IODev
FX_PT_902_CK_BJ,INT,离心鼓风机902出口压力报警,questionable,鼓风机902出口压力报警。出口压力异常波及整个车间的浮选充气系统，充气不良直接制约了气泡与活化石英的接触与上浮，是工艺失调的重要迹象，离散量特征将其定为可疑。,暂无采样记录,%MW365,,,,,,,,,,,,,,,,,,,,,0x00004641,,,,,,FX1_IODev
FX_VT_903_1_BJ,INT,离心鼓风机903前轴垂直震动报警,questionable,该变量为离心鼓风机903前轴垂直震动的报警信号，属于离散开关量。虽然鼓风机对充气量有关键影响，但震动报警在绝大部分正常生产时间内为常量（0），仅在设备故障时触发。对于连续预测精矿品位而言缺乏有效的信息量，通常作为异常数据剔除的条件而非特征输入。,暂无采样记录,%MW366,,,,,,,,,,,,,,,,,,,,,0x00004642,,,,,,FX1_IODev
FX_VT_903_2_BJ,INT,离心鼓风机903前轴水平震动报警,questionable,该变量为离心鼓风机903前轴水平震动报警。作为设备健康监控的离散报警信号，其方差极低，无法刻画正常工况下充气压力与浮选脱硅效果之间的连续关系，属于需甄别的低价值特征。,暂无采样记录,%MW367,,,,,,,,,,,,,,,,,,,,,0x00004643,,,,,,FX1_IODev
FX_VT_903_3_BJ,INT,离心鼓风机903后轴垂直震动报警,questionable,鼓风机903后轴垂直震动报警。与浮选微观化学机理和流体动力学无直接数学映射，仅指示机械故障边缘，正常运行时恒定不变，不利于反映精矿品位的渐进性波动。,暂无采样记录,%MW368,,,,,,,,,,,,,,,,,,,,,0x00004644,,,,,,FX1_IODev
FX_VT_903_4_BJ,INT,离心鼓风机903后轴水平震动报警,questionable,鼓风机903后轴水平震动报警。反映设备机械健康维度的布尔值变量，不在正常的反馈控制回路中调节，对最终品位的连续预估贡献极微。,暂无采样记录,%MW369,,,,,,,,,,,,,,,,,,,,,0x00004645,,,,,,FX1_IODev
FX_TT_903_JK_BJ,INT,离心鼓风机903进口温度报警,questionable,鼓风机903进口温度报警。并非直接测量的充气压力或流量等连续变量，而是阈值越限报警。正常浮选作业时该信号无明显变化，无助于捕捉过程的动态特征。,暂无采样记录,%MW370,,,,,,,,,,,,,,,,,,,,,0x00004646,,,,,,FX1_IODev
FX_PT_903_CK_BJ,INT,离心鼓风机903出口压力报警,questionable,鼓风机903出口压力报警。充气总压力过大或过小确实会影响起泡质量和机械夹带（如工艺第58/59条所述），但该信号仅为报警开关量，丢失了压力的真实连续波动细节，预测价值十分有限。,暂无采样记录,%MW371,,,,,,,,,,,,,,,,,,,,,0x00004647,,,,,,FX1_IODev
FX_VT_904_1_BJ,INT,离心鼓风机904前轴垂直震动报警,questionable,该变量为离心鼓风机904前轴垂直震动报警，属于设备异常监测开关量。在建模时不仅缺乏连续的工艺调控信息，且绝大多数样本点无变化，不适合直接作为回归特征。,暂无采样记录,%MW372,,,,,,,,,,,,,,,,,,,,,0x00004648,,,,,,FX1_IODev
FX_VT_904_2_BJ,INT,离心鼓风机904前轴水平震动报警,questionable,鼓风机904前轴水平震动报警。本质属于设备管理范畴，通常用于界定稳定运行工况与故障工况的边界，对正常状态下精矿品位的细微波动不起解释作用。,暂无采样记录,%MW373,,,,,,,,,,,,,,,,,,,,,0x00004649,,,,,,FX1_IODev
FX_VT_904_3_BJ,INT,离心鼓风机904后轴垂直震动报警,questionable,鼓风机904后轴垂直震动报警。这是一种低频触发的设备故障信号，与浮选机内部的气泡接触角、药剂吸附等核心理化反应不产生直接的因果联动。,暂无采样记录,%MW374,,,,,,,,,,,,,,,,,,,,,0x0000464a,,,,,,FX1_IODev
FX_VT_904_4_BJ,INT,离心鼓风机904后轴水平震动报警,questionable,鼓风机904后轴水平震动报警。作为非工艺调节类的离散信号，正常运行期间不携带关于入料、药剂或充气动态的有效方差。,暂无采样记录,%MW375,,,,,,,,,,,,,,,,,,,,,0x0000464b,,,,,,FX1_IODev
FX_TT_904_JK_BJ,INT,离心鼓风机904进口温度报警,questionable,鼓风机904进口温度报警。反映送风空气的前置热力学状态是否越限，但它是报警逻辑位。相比于实际的连续温度或流量，此类开关变量作为特征很容易带来稀疏性问题。,暂无采样记录,%MW376,,,,,,,,,,,,,,,,,,,,,0x0000464c,,,,,,FX1_IODev
FX_PT_904_CK_BJ,INT,离心鼓风机904出口压力报警,questionable,鼓风机904出口压力报警。虽然出口压力决定了浮选机的充气总动能，但报警位仅仅是对极端状态（可能导致停机或翻花）的拦截，不属于可调的连续操作参数。,暂无采样记录,%MW377,,,,,,,,,,,,,,,,,,,,,0x0000464d,,,,,,FX1_IODev
FX_VT_905_1_BJ,INT,离心鼓风机905前轴垂直震动报警,questionable,鼓风机905前轴垂直震动报警。同前序鼓风机振动报警一样，它与原矿属性、加温蒸汽量、药剂分配均无工艺机理层面的耦合，信息熵极低。,暂无采样记录,%MW378,,,,,,,,,,,,,,,,,,,,,0x0000464e,,,,,,FX1_IODev
FX_VT_905_2_BJ,INT,离心鼓风机905前轴水平震动报警,questionable,鼓风机905前轴水平震动报警。离散报警值，除非发生事故导致气源中断进而影响品位，否则在正常的平稳连续运行数据中属于冗余无用变量。,暂无采样记录,%MW379,,,,,,,,,,,,,,,,,,,,,0x0000464f,,,,,,FX1_IODev
FX_VT_905_3_BJ,INT,离心鼓风机905后轴垂直震动报警,questionable,鼓风机905后轴垂直震动报警。纯机械状态监控点，只能指示电机/风机轴承健康状况，无法表征浮选槽内的矿浆流体动力学分布。,暂无采样记录,%MW380,,,,,,,,,,,,,,,,,,,,,0x00004650,,,,,,FX1_IODev
FX_VT_905_4_BJ,INT,离心鼓风机905后轴水平震动报警,questionable,鼓风机905后轴水平震动报警。机械维修类变量，对基于数据驱动的选矿过程指标（TFe/SiO2品位）的预估模型几乎不起作用。,暂无采样记录,%MW381,,,,,,,,,,,,,,,,,,,,,0x00004651,,,,,,FX1_IODev
FX_TT_905_JK_BJ,INT,离心鼓风机905进口温度报警,questionable,鼓风机905进口温度报警。报警信号掩盖了真实的空气温度物理量，对浮选槽内部温度（工艺核心需30~40℃）的推导价值远不如直接测量蒸汽量和矿浆温度。,暂无采样记录,%MW382,,,,,,,,,,,,,,,,,,,,,0x00004652,,,,,,FX1_IODev
FX_PT_905_CK_BJ,INT,离心鼓风机905出口压力报警,questionable,鼓风机905出口压力报警。用于防范供风管网出现喘振或超压的保护性信号，而非操作工根据化验结果去主动调节的反馈变量。,暂无采样记录,%MW383,,,,,,,,,,,,,,,,,,,,,0x00004653,,,,,,FX1_IODev
