Variable_Name,Group,Description_CN,Original_Operability,Stage_ID,Stage_Name,Stage_Source,Signal_Class,Keep_All,Keep_xin1,Keep_xin2,Decision_Reason,Present_In_Input_Parquet
MC1_AH12_AI7,C,磨磁6#塔磨机总瞬时无功功率,observable,0,公共动力/上游边界,heuristic,power_supply_health,drop,drop,drop,配电/供电健康量与主工艺因果链距离较远，优先删除。,yes
MC1_AH6_AI6,C,磨磁3#配电室2#变压器总瞬时有功功率,observable,0,公共动力/上游边界,heuristic,power_supply_health,drop,drop,drop,配电/供电健康量与主工艺因果链距离较远，优先删除。,yes
MC1_AH8_AI5,C,磨磁2#配电室2#变压器总功率因素,observable,0,公共动力/上游边界,annotated_md,power_supply_health,drop,drop,drop,配电/供电健康量与主工艺因果链距离较远，优先删除。,yes
MC1_AH9_AI4,C,磨磁3#配电室1#变压器电网频率,operable,0,公共动力/上游边界,heuristic,power_supply_health,drop,drop,drop,配电/供电健康量与主工艺因果链距离较远，优先删除。,yes
MC2_RC101_DL_AI,C,,observable,0,公共动力/上游边界,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_RC101_DY_AI,C,,observable,0,公共动力/上游边界,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_RC102_DL_AI,C,,observable,0,公共动力/上游边界,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_RC102_DY_AI,C,,observable,0,公共动力/上游边界,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_RC106_DY_AI,C,,observable,0,公共动力/上游边界,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_JBC1901_I,A,搅拌槽(二次CaO)1901电流,observable,1,药剂合成,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_HV_631_AI,C,热水桶加蒸汽电动调节蝶阀HV-631阀位反馈信号,observable,1,药剂合成,annotated_md,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
FX_JBC1902_I,C,,observable,1,药剂合成,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_JBC1903_I,C,,observable,1,药剂合成,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_JBC303_I,C,3#高效搅拌槽303电流,observable,1,药剂合成,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_LT_621B,C,,observable,1,药剂合成,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LT_621C,C,,observable,1,药剂合成,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LT_621D,C,,observable,1,药剂合成,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LT_641A,C,,observable,1,药剂合成,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_JYB2_DL_AI,C,A相电流,observable,2,磁选分离,annotated_md,power_supply_health,drop,drop,drop,配电/供电健康量与主工艺因果链距离较远，优先删除。,yes
MC2_QC501_LCDL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC501_LCDY_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC501_MDPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC501_PWF_AI,C,排污阀门开度实际值,observable,2,磁选分离,heuristic,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
MC2_QC501_WKF1_AI,C,,observable,2,磁选分离,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC501_XKYW_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC501_XQWD_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC501_ZHPL_AI,C,转环电机实际工作频率显示值,observable,2,磁选分离,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_QC502_CKSRKYL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC502_MDPL_AI,C,,observable,2,磁选分离,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC502_PWF_AI,C,排污阀门开度实际值,observable,2,磁选分离,annotated_md,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
MC2_QC502_WKF2_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC502_ZHPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC503_LCDL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC503_MDPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC503_PWF_AI,C,排污阀门开度实际值,observable,2,磁选分离,heuristic,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
MC2_QC503_WKF2_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC503_XQWD_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC504_MDPL_AI,C,脉动电机实际工作频率显示值,observable,2,磁选分离,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_QC504_WKF2_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC504_XKYW_AI,C,,observable,2,磁选分离,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC504_XQWD_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC505_MDPL_AI,C,脉动电机实际工作频率显示值,observable,2,磁选分离,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_QC505_WKF2_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC506_MDPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC506_XQWD_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC507_LCDY_AI,C,,observable,2,磁选分离,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC507_MDPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC507_PWF_AI,C,,observable,2,磁选分离,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC507_WKF2_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC507_XQWD_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC507_ZHPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC508_MDPL_AI,C,脉动电机实际工作频率显示值,observable,2,磁选分离,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_QC508_WKF2_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC508_XQWD_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC508_ZHPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC509_MDPL_AI,C,脉动电机实际工作频率显示值,observable,2,磁选分离,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_QC509_WKF1_AI,C,,observable,2,磁选分离,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC509_ZHPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC510_CKSYL_AI,C,,observable,2,磁选分离,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC510_MDPL_AI,C,脉动电机实际工作频率显示值,observable,2,磁选分离,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_QC510_PWF_AI,C,排污阀门开度实际值,observable,2,磁选分离,annotated_md,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
MC2_QC510_WKF1_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC510_WKF2_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC510_ZHPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC601_LCDL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC601_LCDY_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC601_MDPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC601_WKF1_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC601_XKYW_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC601_XQWD_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC601_ZHPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC602_LCDY_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC602_MDPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC602_WKF2_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC602_ZHPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC603_MDPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC603_WKF1_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC604_MDPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC604_ZHPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC606_MDPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC606_PWF_AI,C,排污阀门开度实际值,observable,2,磁选分离,heuristic,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
MC2_QC606_XKYW_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC606_XQWD_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC607_MDPL_AI,C,脉动电机实际工作频率显示值,observable,2,磁选分离,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_QC607_PWF_AI,C,排污阀门开度实际值,observable,2,磁选分离,annotated_md,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
MC2_QC607_WKF1_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC607_XQWD_AI,C,线圈温度值,observable,2,磁选分离,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_QC607_ZHPL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC608_LCDY_AI,C,,observable,2,磁选分离,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC608_MDPL_AI,C,脉动电机实际工作频率显示值,observable,2,磁选分离,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_QC608_PWF_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC608_WKF1_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC608_ZHPL_AI,C,,observable,2,磁选分离,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC609_MDPL_AI,C,脉动电机实际工作频率显示值,observable,2,磁选分离,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_QC609_PWF_AI,C,排污阀门开度实际值,observable,2,磁选分离,annotated_md,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
MC2_QC609_WKF1_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC609_WKF2_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC609_XKYW_AI,C,,observable,2,磁选分离,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC609_XQWD_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC609_ZHPL_AI,C,,observable,2,磁选分离,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC610_CKSYL_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC610_MDPL_AI,C,脉动电机实际工作频率显示值,observable,2,磁选分离,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_QC610_PWF_AI,C,,observable,2,磁选分离,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC610_WKF1_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC610_WKF2_AI,C,,observable,2,磁选分离,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_QC610_ZHPL_AI,C,转环电机实际工作频率显示值,observable,2,磁选分离,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC1_FET101_AI,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_FET301_AI,C,,observable,3,塔磨分级,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_FV101_AI,C,,observable,3,塔磨分级,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_FV401_AI,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_FV401_AO,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_GKB702_DL,C,2#三旋给矿泵电流,operable,3,塔磨分级,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC1_GKB703_DL,C,3#三旋给矿泵电流,operable,3,塔磨分级,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC1_GKB704_DL,C,4#三旋给矿泵电流,operable,3,塔磨分级,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC1_GKB706_DL,C,6#三旋给矿泵电流,operable,3,塔磨分级,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC1_GKB707_DL,C,7#三旋给矿泵电流,operable,3,塔磨分级,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC1_GKB708_DL,C,8#三旋给矿泵电流,operable,3,塔磨分级,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC1_GKB710_DL,C,10#三旋给矿泵电流,operable,3,塔磨分级,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC1_GKB711_DL,C,11#三旋给矿泵电流,operable,3,塔磨分级,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC1_GKB711_HZ,C,,observable,3,塔磨分级,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_LET301_AI,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_LET501_AI,C,,observable,3,塔磨分级,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_TM201_JSJ_CYK_WD_AI,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_TM201_JSJ_YC_WD_AI,C,减速机油池温度,observable,3,塔磨分级,heuristic,equipment_health,drop,drop,drop,塔磨设备健康量可作为运维信号，但对工艺降维优先级较低。,yes
MC1_TM201_ZDJ_DL_AI,C,主电机电流,observable,3,塔磨分级,heuristic,equipment_health,drop,drop,drop,塔磨设备健康量可作为运维信号，但对工艺降维优先级较低。,yes
MC1_TM202_ZDJ_DL_AI,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_TM204_HDZC_1_WD_AI,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_TM204_JSJ_CYK_WD_AI,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_TM204_JSJ_YC_WD_AI,C,减速机油池温度,observable,3,塔磨分级,heuristic,equipment_health,drop,drop,drop,塔磨设备健康量可作为运维信号，但对工艺降维优先级较低。,yes
MC1_TM204_ZDJ_DL_AI,C,主电机电流,observable,3,塔磨分级,annotated_md,equipment_health,drop,drop,drop,塔磨设备健康量可作为运维信号，但对工艺降维优先级较低。,yes
MC1_TM204_ZDJ_DZ_A_WD_AI,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_TM205_JSJ_CYK_WD_AI,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_TM205_ZDJ_DL_AI,C,主电机电流,observable,3,塔磨分级,annotated_md,equipment_health,drop,drop,drop,塔磨设备健康量可作为运维信号，但对工艺降维优先级较低。,yes
MC1_TM206_HDZC_2_WD_AI,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_TM206_JSJ_CYK_WD_AI,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC1_TM206_ZDJ_DL_AI,C,主电机电流,observable,3,塔磨分级,annotated_md,equipment_health,drop,drop,drop,塔磨设备健康量可作为运维信号，但对工艺降维优先级较低。,yes
MC1_TM206_ZDJ_DZ_B_WD_AI,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_LET_102_AI,C,,observable,3,塔磨分级,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_YLB802_DL,C,2#旋流器溢流泵电流,observable,3,塔磨分级,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_YLB805_DL,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_YLB806_DL,C,6#旋流器溢流泵电流,observable,3,塔磨分级,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_YLB809_DL,C,9#旋流器溢流泵电流,observable,3,塔磨分级,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_ZJB01_DL,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_ZJB02_AO,C,底流泵站2#渣浆泵频率给定,operable,3,塔磨分级,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_ZJB03_AO,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_ZJB04_DL,C,,observable,3,塔磨分级,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_P1_N2_I,C,,observable,4,浓缩缓冲,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_P2_N1_I,C,6#Φ30m浮选前浓缩机N1电流,observable,4,浓缩缓冲,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_P3_N2_I,C,,observable,4,浓缩缓冲,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_PT_901_CK,C,,observable,4,浓缩缓冲,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_PT_902_CK,C,,observable,4,浓缩缓冲,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_CQC_GNJNJ_AI,C,,observable,4,浓缩缓冲,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_JBC103_I,A,1#高效搅拌槽103电流,observable,5,调浆激发,annotated_md,support_equipment_load,drop,drop,drop,设备电流/频率更多反映机组负荷，降维时优先让位于流量、液位、泡沫和药剂量。,yes
FX_TV_1104_AI,A,一系列2#-2高效搅拌槽加蒸汽电动调节蝶阀TV-1104阀位反馈信号,observable,5,调浆激发,heuristic,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
FX_JBC203_I,B,2#高效搅拌槽203电流,observable,5,调浆激发,annotated_md,support_equipment_load,drop,drop,drop,设备电流/频率更多反映机组负荷，降维时优先让位于流量、液位、泡沫和药剂量。,yes
